University,Type,City,Program,Fee_per_credit_hr,Admission_Fee,Credit Hours,Semester Fee,Min_Academic_Percent,Min_Test_Score,Entry_Test_Required,Accreditations,Hostel,Transport,Extracurriculars,Website,address,est,apply 
DHA Suffa University,Private,Karachi,BE Civil Engineering,"5,500","25,000",118,"133,850",0.6,0.5,yes,yes,yes,yes,"Public speaking, technology and entrepreneurship clubs, arts and cultural events, sports, and community service",https://www.dsu.edu.pk/,,,
DHA Suffa University,Private,Karachi,BS Computer Science,"5,770","25,000",131,"123,900",0.6,0.5,yes,yes,yes,yes,"Public speaking, technology and entrepreneurship clubs, arts and cultural events, sports, and community service",https://www.dsu.edu.pk/,,,
DHA Suffa University,Private,Karachi,BS Software Engineering,"5,770","25,000",130,"130,670",0.6,0.5,yes,yes,yes,yes,"Public speaking, technology and entrepreneurship clubs, arts and cultural events, sports, and community service",https://www.dsu.edu.pk/,,,
DHA Suffa University,Private,Karachi,BS Data Science,"5,770","25,000",130,"118,130",0.6,0.5,yes,yes,yes,yes,"Public speaking, technology and entrepreneurship clubs, arts and cultural events, sports, and community service",https://www.dsu.edu.pk/,,,
DHA Suffa University,Private,Karachi,BBA,"5,500","25,000",125,"99,850",0.6,0.5,yes,yes,yes,yes,"Public speaking, technology and entrepreneurship clubs, arts and cultural events, sports, and community service",https://www.dsu.edu.pk/,,,
DHA Suffa University,Private,Karachi,BS Accounting & Finance,"5,500","25,000",136,"99,850",0.6,0.5,yes,yes,yes,yes,"Public speaking, technology and entrepreneurship clubs, arts and cultural events, sports, and community service",https://www.dsu.edu.pk/,,,
DHA Suffa University,Private,Karachi,BS Cyber Security,"5,770","25,000",131,"119,130",0.6,0.5,yes,yes,yes,yes,"Public speaking, technology and entrepreneurship clubs, arts and cultural events, sports, and community service",https://www.dsu.edu.pk/,,,
DHA Suffa University,Private,Karachi,BS English,"4,810","25,000",136,"89,500",0.6,0.5,yes,yes,yes,yes,"Public speaking, technology and entrepreneurship clubs, arts and cultural events, sports, and community service",https://www.dsu.edu.pk/,,,
DHA Suffa University,Private,Karachi,BS Psychology,"4,810","25,000",135,"89,500",0.6,0.5,yes,yes,yes,yes,"Public speaking, technology and entrepreneurship clubs, arts and cultural events, sports, and community service",https://www.dsu.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BBA,"1,606","86,020",132,"53,020",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Commerce,931,"63,250",130,"30,250",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Economics,772,"58,465",132,"25,465",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Statistics with Finance,"1,164","70,840",130,"37,840",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Mass Communication,697,"55,660",130,"22,660",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS English,697,"55,660",130,"22,660",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS International Relations,713,"55,660",127,"22,660",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Islamic Studies,697,"55,660",130,"22,660",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Urdu,697,"55,660",130,"22,660",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Statistics,680,"57,475",144,"24,475",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,B.Ed. (Hons.),"1,164","70,840",130,"37,840",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Computer Science,"1,662","87,835",132,"54,835",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Biochemistry,"1,138","70,840",133,"37,840",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Biotechnology,"1,730","89,210",130,"56,210",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Botany,"1,146","70,840",132,"37,840",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Chemistry,"1,164","70,840",130,"37,840",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Environmental Science,"1,166","72,655",136,"39,655",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Geography,752,"57,475",130,"24,475",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Geology,"1,017","66,055",130,"33,055",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Mathematical Sciences,"1,137","70,840",133,"37,840",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Microbiology,"1,113","70,840",136,"37,840",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Physics,"1,113","70,840",136,"37,840",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
"Federal Urdu University of Arts, Sciences & Technology",Public,Karachi,BS Zoology,"1,164","70,840",130,"37,840",0.5,0.5,yes,yes,No,yes,"Debating, science clubs, entrepreneurship, cultural and literary festivals, sports, and community service",https://fuuast.edu.pk/,,,
Bahria University,Private,Karachi,BE Electrical Engineering,"8,200","63,500",136,"145,200",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Computer Engineering,"8,200","63,500",130,"145,200",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Software Engineering,"8,985","63,500",136,"157,760",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Artificial Intelligence,"8,462","63,500",133,"149,392",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Computer Science,"8,985","63,500",136,"162,745",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Information Technology,"7,475","63,500",136,"141,075",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Robotics & Intelligent Systems,"7,188","63,500",136,"129,008",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BBA,"8,080","63,500",136,"155,440",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Accounting & Finance,"8,080","63,500",135,"155,440",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Business Analytics,"5,000","63,500",136,"100,000",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Supply Chain Management,"6,641","63,500",136,"129,538",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Economics & Finance,"7,865","63,500",136,"151,570",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Public Health,"7,166","63,500",130,"131,822",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Psychology,"7,920","63,500",136,"120,880",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS English,"5,339","63,500",130,"100,763",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Media Studies,"6,340","63,500",130,"117,780",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,Bachelor Social Sciences,"6,410","63,500",130,"118,970",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Environmental Sciences,"5,198","63,500",132,"108,762",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Geosciences,"5,198","63,500",135,"108,762",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Remote Sensing & GIS,"4,908","63,500",130,"98,344",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Coastal and Marine Sciences,"4,961","63,500",130,"104,259",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Islamic Studies,"2,205","63,500",126,"40,000",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Mathematics,"4,719","63,500",135,"94,942",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Biotechnology,"6,158","63,500",134,"118,686",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Medical Laboratory Technology,"5,886","63,500",130,"119,948",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Bahria University,Private,Karachi,BS Nursing,"6,102","68,500",130,"119,836",0.6,0.5,yes,yes,yes,yes,"Research and Innovation Clubs, Student Societies, Tech Fests, Sports Competitions",https://www.bahria.edu.pk/Home/Campus?campus=karachi,,,
Salim Habib University,Private,Karachi,Pharm-D,"6,072","25,000",200,151800,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BBA,"8,068","25,000",132,133100,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Accounting & Finance,"8,068","25,000",132,133100,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Computer Science,"7,946","25,000",134,133100,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Software Engineering Technology,"7,224","25,000",134,121000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Artificial Intelligence,"4,478","25,000",134,75000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Cyber Security Technology,"5,373","25,000",134,90000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Artificial Intelligence Technology,"4,478","25,000",134,75000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Data Science Technology,"4,478","25,000",134,75000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BE Biomedical Engineering,"4,058","25,000",138,70000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Robotics and Intelligent Systems,"4,179","25,000",134,70000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Software Engineering,"7,828","25,000",134,131100,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Business Analytics,"7,333","25,000",132,121000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Fintech,"7,333","25,000",132,121000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Supply Chain Management,"7,333","25,000",132,121000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Actuarial Science & Risk Management,"7,333","25,000",132,121000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Cosmetic Sciences,"7,333","25,000",132,121000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Artificial Intelligence,"7,224","25,000",134,121000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Data Science,"5,672","25,000",134,95000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Cyber security,"5,373","25,000",134,90000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Artificial Intelligence Technology,"5,373","25,000",134,90000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,Biotechnology,"5,373","25,000",134,90000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Psychology,"4,545","25,000",132,75000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Biosciences,"3,881","25,000",134,65000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Salim Habib University,Private,Karachi,BS Microbiology,"6,269","25,000",134,105000,0.5,0.5,Yes,"HEC, PEC (for Biomedical Engineering), NBEAC (for Business programs)",No,Yes,"Debating, entrepreneurship clubs, cultural festivals, sports",www.shu.edu.pk,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,BS (Accounting & Finance),"8,800","25,000",144,"154,800",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,BS (Entrepreneurship),"24,510","25,000",129,"147,060",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,BS (Computer Science),"9,800","25,000",128,"156,800",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,BS (Software Engineering),"9,400","25,000",128,"150,400",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,BS (Artificial Intelligence),"8,800","25,000",136,"149,600",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,BS (Autonomous Systems & Artificial Intelligence),"5,025","25,000",144,"90,450",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,Bachelor of Media Science,"10,400","25,000",136,"176,800",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,BS (Social Sciences),"6,700","25,000",128,"107,200",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,BS Psychology,"6,700","25,000",136,"113,900",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,BS English,"5,360","25,000",136,"91,120",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,BS (Educational Psychology),"14,070","25,000",129,"84,420",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,BS (Biosciences),"4,860","25,000",136,"82,620",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,BS (Biotechnology),"5,950","25,000",136,"101,150",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,Bachelor of Science in Food Science and Technology (BS FST),"5,670","25,000",136,"96,390",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,BS (Public Health),"5,265","25,000",136,"89,505",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,BS (Nutrition and Dietetics),"5,265","25,000",136,"89,505",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,BS Computational Biology,"5,670","25,000",136,96390,0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,B.E (Mechatronic),"6,700","25,000",136,113900,0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology (SZABIST),Private,Karachi,B.Ed,"10,050","25,000",129,"60,300",0.5,0.5,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",No,Yes,"HEC, NBEAC (Business), NCEAC (Computing)",http://www.szabist.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS Computer Science,"4,922","10,000",128,"78,750",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS-Computer Science (Evening),"4,656","8,000",128,"74,500",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS-Software Engineering (Morning),"4,750","10,000",144,"85,500",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
